id,source_id,sku,name,slug,brand_id,product_type_id,original_url,source_active,content_hash,first_seen_at,last_seen_at,description
aeaf8aa3-62ab-48c9-9615-aa8fe62b7536,img:vyr-70-v,VYR-70,VYR-70,vyr-70,215bba8e-a979-4655-a510-a3b40112eb80,8d40dab7-5976-47eb-a23b-484f9786ed05,https://surerain.com/catalogo?producto=vyr-70,1,a95b29cd4d2ccabd17904e565173f0f87cb0fa64efd1db8a07fb597c0dbd936a,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,CARACTERÍSTICAS : – Fabricado en latón. – Circular. – Rosca 1″ hembra. – Muelles y eje de acero inox.
536ad50f-e21c-45f1-86d5-f009753438f8,img:vyr-65,VYR-65,VYR-65,vyr-65,215bba8e-a979-4655-a510-a3b40112eb80,8d40dab7-5976-47eb-a23b-484f9786ed05,https://surerain.com/catalogo?producto=vyr-65,1,48d72fa55b9d73766cf7381e37260f8c1454c37afa0545a4ff9983ab18ea0471,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,CARACTERÍSTICAS: – Fabricado en latón. – Sectorizable. – Rosca 1″ macho – Arandela reguladora del sector de cobertura. – Dos toberas. – Tornillo difusor opcional.
986b6da3-09c5-4eed-8c6e-72942444e7ad,img:vyr-155,VYR-155,VYR-155,vyr-155,215bba8e-a979-4655-a510-a3b40112eb80,8d40dab7-5976-47eb-a23b-484f9786ed05,https://surerain.com/catalogo?producto=vyr-155,1,41f3e9d74716d9588fef6f6b352962b64441f19405a9d2fd8a69a8096f0bf544,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,CARACTERÍSTICAS: – Fabricado en latón. – Muelle y eje de acero inox. – Tres boquillas de riego. – Conexión macho 1 1/4”. – Círculo completo. – Gran diámetro de cobertura.
364be31c-1d3f-4596-9c6f-0891bc7ecc86,img:vyr-150,VYR-150,VYR-150,vyr-150,215bba8e-a979-4655-a510-a3b40112eb80,8d40dab7-5976-47eb-a23b-484f9786ed05,https://surerain.com/catalogo?producto=vyr-150,1,000a2ef0b45ebd874c0118bf5a8e1588b96a11dde85bf96af70b88f24ed86f5e,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,CARACTERÍSTICAS: – Fabricado en latón. – Muelles y ejes de acero inoxidable. – Dos boquillas de riego. – Conexión macho 1 1/4”. – Círculo completo o sectorial.
901534c0-dc68-48d9-9a1a-7b4d186af069,img:assr-8427,ZM-8427,ZM 8427,zm-8427,ada680ba-9c5e-4b51-9441-bef501040fd1,8d40dab7-5976-47eb-a23b-484f9786ed05,https://surerain.com/catalogo?producto=zm-8427,1,b12822196b52d540dd64b639ab9ef8b231db2cf250c21e19800fd48ff7f047d4,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,Aspersor de impacto ASSR 8427 Características: – Aspersores de impacto de plástico sectorizable – Conexión de ½” rosca macho – Trayectoria del ángulo: 25° – Fabricado con plástico de alta resistencia – Deflector regulable – Tornillo difusor ajustable – Resorte de accionamiento en  acero inoxidable –…
53712a77-5a63-4bab-b594-272206d7c1b7,img:assr-8022,ZM-8022,ZM 8022,zm-8022,ada680ba-9c5e-4b51-9441-bef501040fd1,8d40dab7-5976-47eb-a23b-484f9786ed05,https://surerain.com/catalogo?producto=zm-8022,1,d3cea3423d97740d4446616cf15cdc4c2a5a1217089e939040c4be61eb9a59e2,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,"Aspersor de impacto ASSR 8022 Características: – Aspersores de impacto de plástico circular – Conexión de ½”  rosca macho – Trayectoria del ángulo: 25° y 25° – Fabricad en plástico Delrin – Diseño con dos boquillas,  proporciona una  uniformidad excepcional – Boquillas codificadas (colores), de limpieza fácil y rápida, incluso mientras este funcionamiento."
b76208b8-6cef-4893-a523-1a41c1b04f82,img:pl-3100,PL-3100,PL-3100,pl-3100,ada680ba-9c5e-4b51-9441-bef501040fd1,8d40dab7-5976-47eb-a23b-484f9786ed05,https://surerain.com/catalogo?producto=pl-3100,1,542c44a98c06c1e1c6a8b79d5de52e5c9ee695a0b9a75e1cb759a9f046d33a1d,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,"CARACTERÍSTICAS: – Aspersor plástico – 1/2″ rosca macho – sectorizable – alcance ajustable – caudal: 613-1067 l/h – presión:1-3,5 kg/cm2 – radio: 8,8 – 12,4 m"
ae8b0da5-68c7-49ff-888f-986fcf143056,img:aspersor-oscilante-de-angulo-ajustable,,Aspersor oscilante de ángulo ajustable,aspersor-oscilante-de-angulo-ajustable,e61d87b4-93df-4d0c-afed-89835b844de1,a5e61644-6194-4d89-b063-bd2f96910f4f,https://surerain.com/catalogo?producto=aspersor-oscilante-de-angulo-ajustable,1,82ad53c74924ed9d3e94089bdf78ece213eaa8f43fd5a45ad2519c3992027fc0,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,"CARACTERÍSTICAS: La boquilla está fabricada con plásticos de ingeniería de alta resistencia o materiales metálicos, con un diseño estructural razonable, excelente rendimiento hidráulico, funcionamiento estable, alta uniformidad de pulverización, diámetro de gota pequeño y buena atomización."
6893247a-7858-468c-8c3e-27bcdeca57e2,img:boquilla-ajustable-rosca-hembra,,Boquilla Ajustable (rosca hembra),boquilla-ajustable-rosca-hembra,e2b2a28c-4579-4f51-abf9-a03763736a76,a52bc67c-48fe-48c2-9a7c-92ec396400cc,https://surerain.com/catalogo?producto=boquilla-ajustable-rosca-hembra,1,91c1b63e7cf424107cc31c584b40b1b9f4fb4cbe03d90c7651f96757c5991b55,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,
0fe55a39-fd26-4631-9626-1c6e85441f09,img:boquilla-ajustable-rosca-macho,,Boquilla Ajustable (rosca macho),boquilla-ajustable-rosca-macho,e2b2a28c-4579-4f51-abf9-a03763736a76,a52bc67c-48fe-48c2-9a7c-92ec396400cc,https://surerain.com/catalogo?producto=boquilla-ajustable-rosca-macho,1,87e58becb425a5f6d5128203f5ecd74ded5858c2577c20466c39cd11e15bf9b8,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,
514ed5a4-da8c-48c1-b180-70e04f7ae704,img:assr-8028,ZM-8028,ZM 8028,zm-8028,ada680ba-9c5e-4b51-9441-bef501040fd1,8d40dab7-5976-47eb-a23b-484f9786ed05,https://surerain.com/catalogo?producto=zm-8028,1,3ecd1afd08b91708a3d4f267fa21591c76c2516029e5c6c05d5e1a2082d9750c,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,Aspersor de impacto ASSR 8028 Características: – Aspersores de impacto de metálico sectorizable – Conexión de ½” rosca macho – Trayectoria del ángulo: 25° – Resorte de accionamiento en acero inoxidable – Cojinete resistente  a productos químicos – Deflector  del chorro regulable – Cuerpo de fundició…
d0f973be-4d6b-44e1-a269-6f8a3b189432,img:assr-8035,ZM-8035,ZM 8035,zm-8035,ada680ba-9c5e-4b51-9441-bef501040fd1,8d40dab7-5976-47eb-a23b-484f9786ed05,https://surerain.com/catalogo?producto=zm-8035,1,92d7348c6ae95a7ffdbc738eee147729e089bd7689e4b04848f4cd11dc83de8e,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,"Aspersor de impacto ASSR 8035 Características: – Aspersores de impacto de plástico circular – Conexión de 3/4” rosca macho – Trayectoria del ángulo: 25° y 25° – Fabricado en plástico Delrin plástico de alta resistencia – Diseño con dos boquillas,  proporciona una uniformidad excepcional – Piezas de …"
1671c90a-46d3-4107-814d-d7034bf1e988,img:assr-8035-sec,ZM-8035,ZM 8035 SEC,zm-8035-sec,ada680ba-9c5e-4b51-9441-bef501040fd1,8d40dab7-5976-47eb-a23b-484f9786ed05,https://surerain.com/catalogo?producto=zm-8035-sec,1,8710f3f8d433f57dc6e3081042c7d662fbe6596ab5860ecfb2fddcb1cb6a8330,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,CARACTERÍSTICAS: – Aspersores de impacto de plástico sectorizado – Conexión de 3/4” rosca macho – Trayectoria del ángulo: 25° – Fabricado en plástico Delrin plástico de alta resistencia – Piezas de acero inoxidable – Boquillas disponibles en plástico – Capuchón de protección contra el polvo del reso…
419fc01f-02c4-49ad-b53e-2fb12eb065a6,img:assr-8044,ZM-8044,ZM 8044,zm-8044,ada680ba-9c5e-4b51-9441-bef501040fd1,8d40dab7-5976-47eb-a23b-484f9786ed05,https://surerain.com/catalogo?producto=zm-8044,1,9b565bc6e6a0f8634eea1dd3f2f581b550a4fbb42c6eb671bd7815fd34365308,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,"Aspersor de impacto ASSR 8044 Características: – Aspersores de impacto de plástico circulo completo – Conexión de 3/4” rosca macho – Trayectoria del ángulo: 25° y 25° – Fabricado en plástico Delrin – Resorte de accionamiento en acero inoxidable – Diseño con dos boquillas,  proporciona una uniformida…"
0a8e82e4-f1af-4acc-8fdc-8f9c5a570505,img:assr-8046,ZM-8046,ZM 8046,zm-8046,ada680ba-9c5e-4b51-9441-bef501040fd1,8d40dab7-5976-47eb-a23b-484f9786ed05,https://surerain.com/catalogo?producto=zm-8046,1,607c203e58da5a0f90100e9830b9f48fa2b5b928527d599f2f532b2070885625,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,"CARACTERÍSTICAS: – Conexión de 3/4” rosca macho – Trayectoria del ángulo: 25°y 25° – Fabricado en plástico Delrin plástico de alta resistencia – Piezas de acero inoxidable – Boquillas disponibles en bronce Rango de Operación: – Caudal: 0,62–3,36 m3/h – Radio: 13,4-14,4 m – Presión: 2,5- 5,5 bar"
4318c57b-b91f-4715-8ddc-90a1862f60f4,img:assr-8036,ZM-8036,ZM 8036,zm-8036,ada680ba-9c5e-4b51-9441-bef501040fd1,8d40dab7-5976-47eb-a23b-484f9786ed05,https://surerain.com/catalogo?producto=zm-8036,1,91fe2cfbc99fdca847697dc01c8a25f09ddb8d90051978ad46f691da770c245d,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,"Aspersor de impacto ASSR 8036 Características: – Aspersores de impacto de plástico sectorizable – Conexión de 3/4” rosca macho – Trayectoria del ángulo: 30° y 11° – Fabricado en plástico Delrin – Piezas de acero inoxidable – Disponible con  o sin tornillo difusor Rango de Operación: – Caudal: 0,94–2…"
605deecd-73dc-4728-8ac6-9fbe1f22f844,img:assr-8041,ZM-8041,ZM 8041,zm-8041,ada680ba-9c5e-4b51-9441-bef501040fd1,8d40dab7-5976-47eb-a23b-484f9786ed05,https://surerain.com/catalogo?producto=zm-8041,1,f0a785bed561c4e59eb2cea1420c83f18293357e271f8f65bc8fc89c925e5d4f,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,Aspersor de impacto ASSR 8041 Características: – Aspersores de impacto de metálico sectorizable – Conexión de ¾ ” rosca macho – Trayectoria del ángulo: 25° y 12° – Amplia gama de boquillas  para el uso de variados caudales y radios – Doble boquillas – Cojinete resistente  a productos químicos – Reso…
0a9ffc74-c747-4cf9-a26e-a82b70adcf36,img:assr-8019,ZM-8019,ZM 8019,zm-8019,ada680ba-9c5e-4b51-9441-bef501040fd1,8d40dab7-5976-47eb-a23b-484f9786ed05,https://surerain.com/catalogo?producto=zm-8019,1,c5fa46814739ecd7a95f75f5ca94c279ca877035ea24d1ab082f8108548c7a04,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,"Aspersor de impacto ASSR 8019 Características: – Aspersores de impacto de metálico sectorizable – Conexión de 1”  rosca hembra – Fabricado en latón, aluminio, plástico y acero inoxidable – Boquillas intercambiables  y con tornillo regulador de chorro Rango de Operación: – Caudal: 1.2– 3.6m3/h – Radio: 12 – 17 m – Presión: 1.50 – 4.0 bar"
44ca0708-02ac-4ec1-8fd1-14ecad4fc2e7,img:assr-8021-antihelada,ZM-8021,ZM 8021 (Antihelada),zm-8021-antihelada,ada680ba-9c5e-4b51-9441-bef501040fd1,8d40dab7-5976-47eb-a23b-484f9786ed05,https://surerain.com/catalogo?producto=zm-8021-antihelada,1,990cd747cfc9f46ee516dc31b7f9d093e029f409644ecf3648ae8e25a9a55351,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,Aspersor de impacto antihelada ASSR 8021 Características_ – Aspersores de impacto de metálico circulo completo – Conexión de ¾  rosca macho o hembra – Trayectoria del ángulo: 25°  y 23° – Cuerpo de aspersor latón – Piezas en acero inoxidable – Capuchón de protección contra el polvo y heladas del res…
8c6c2331-55ae-4189-bbc4-2b908cb221fa,img:r25,R25,R25,r25,c255019b-bc23-44f9-9128-c847ec8c8076,8d40dab7-5976-47eb-a23b-484f9786ed05,https://surerain.com/catalogo?producto=r25,1,939253055c1b0ac0e8aa376a43144d3d72da5d3ee615a2ee0468613f9ac8c86f,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,CARACTERÍSTICAS: – Círculo completo – 1 1/2″ rosca hembra – Doble boquilla  (12-14-16mm)
47123f96-4fd9-4598-95a7-b2c0e7f946b1,img:r25-s,R25,R25 S,r25-s,c255019b-bc23-44f9-9128-c847ec8c8076,8d40dab7-5976-47eb-a23b-484f9786ed05,https://surerain.com/catalogo?producto=r25-s,1,6b680fc5729a67fc995a85c49b1f69307b9b89a9e2198db4c0aff01447f0176a,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,CARACTERÍSTICAS: – Círculo completo o parcial – 1 1/2″ rosca hembra – Doble boquilla  (12-14-16mm)
59f8f917-1264-470c-9231-6fdea7d6000d,img:r15,R15,R15,r15,c255019b-bc23-44f9-9128-c847ec8c8076,8d40dab7-5976-47eb-a23b-484f9786ed05,https://surerain.com/catalogo?producto=r15,1,bcb1a5bf02ce9fdd0c8517d91b484aa01c2afb9883bd2599b3e21aef7086ebf8,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,CARACTERÍSTICAS: – Círculo completo – 1 1/4″ rosca hembra – Boquilla simple: (8-10-12mm)
c225dc76-1cb3-4fa6-b828-6d34bfe4127a,img:r15-s,R15,R15 S,r15-s,c255019b-bc23-44f9-9128-c847ec8c8076,8d40dab7-5976-47eb-a23b-484f9786ed05,https://surerain.com/catalogo?producto=r15-s,1,e1fed991fb0f5fe837aac9ab0ecf5195c4ac881d9b713f0f76736a9f3532c533,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,CARACTERÍSTICAS: – Círculo completo o parcial – 1 1/4″ rosca hembra – Boquilla simple: (8-10-12mm)
58b08bb3-2123-495d-a64c-cdd4ccf55ca5,img:valvula-antidrenaje-sport-plus-superrps75,RPS75,"Válvula antidrenaje (Pro Sport, Pro Plus, Superpro, RPS75)",valvula-antidrenaje-pro-sport-pro-plus-superpro-rps75,e2b2a28c-4579-4f51-abf9-a03763736a76,a52bc67c-48fe-48c2-9a7c-92ec396400cc,https://surerain.com/catalogo?producto=valvula-antidrenaje-pro-sport-pro-plus-superpro-rps75,1,3e18a7aa34b6abf7ce075baf2a3d4b46d5737f63bc102dab3aed49e961b67fe2,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,ASKA00000054325 Valvula antidrenaje para Pro Sport ASKA00000051210 Valvula antidrenaje para Pro Plus y Superpro. ASKA00P16009116 Valvula antidrenaje para RPS75 y RPS75 Select.
d6282652-6f85-4205-8f03-f8cc6ff00dd0,img:rps-select,,RPS SELECT,rps-select,e2b2a28c-4579-4f51-abf9-a03763736a76,a52bc67c-48fe-48c2-9a7c-92ec396400cc,https://surerain.com/catalogo?producto=rps-select,1,f29561fc896fdb06f478ad87d3bcdf8ed850ad1c6853d78053699f781bb03dbc,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,"CARACTERÍSTICAS: – Cuatro boquillas seleccionables incorporadas: Para que coincida los diferentes ajustes de arco, las boquillas # 1 al # 4 concuerdan con los arcos ajustables de 90° a 360° – Arco ajustable (40°-360°): Todos los ajustes se realizan desde la parte superior – húmedo o seco, no se nece…"
80845cfc-f13c-4658-be46-e1cb8d1f355b,img:tobera-emergente-2-pulg-nps,,Tobera Emergente 2 Pulg. (NPS),tobera-emergente-2-pulg-nps,e2b2a28c-4579-4f51-abf9-a03763736a76,a52bc67c-48fe-48c2-9a7c-92ec396400cc,https://surerain.com/catalogo?producto=tobera-emergente-2-pulg-nps,1,eaeb712f9a821fde980ef6e30bbecb3fc9ef77445201ed21ba0b34870085a6ad,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,"NPS – Disponible en modelos de 2″ (5 cm) y 4″ (10 cm). – Esta tobera es compatible con boquillas rosca hembra ESPECIFICACIONES TÉCNICAS: – Presión de trabajo: – 1,37 a 3,45 bares."
f7ebf2eb-de88-47ec-aac1-35cbf3b6cf04,img:tobera-emergente-4-pulg-nps,,Tobera Emergente 4 Pulg. (NPS),tobera-emergente-4-pulg-nps,e2b2a28c-4579-4f51-abf9-a03763736a76,a52bc67c-48fe-48c2-9a7c-92ec396400cc,https://surerain.com/catalogo?producto=tobera-emergente-4-pulg-nps,1,19e4a9cfd68b3feac68136c407e53de8f94bb81c3da0f4ac053878e3ff5b4b8a,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,"NPS – Disponible en modelos de 2″ (5 cm) y 4″ (10 cm). – Esta tobera es compatible con boquillas rosca hembra ESPECIFICACIONES TÉCNICAS: – Presión de trabajo: – 1,37 a 3,45 bares."
0f2a0218-7967-410a-9c40-1bbc107ee896,img:tobera-emergente-pro-s-12,,Tobera Emergente 12” (PRO S),tobera-emergente-12-pro-s,e2b2a28c-4579-4f51-abf9-a03763736a76,a52bc67c-48fe-48c2-9a7c-92ec396400cc,https://surerain.com/catalogo?producto=tobera-emergente-12-pro-s,1,f5c5937f1b31d8e9f321bd90b4fccb2340d3997a87fe70ad5740e6a7f3637c24,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,Tobera Emergente 12” (PRO S) -Disponible en modelo de 12” (30cm). -Válvula anti drenaje opcional. -Tobera compatible con boquillas rosca hembra estándar.
568438b9-d450-43e1-b99f-52f080ed41b9,img:tobera-emergente-4-pulg-pro-s,,Tobera Emergente 4 pulg. (PRO S),tobera-emergente-4-pulg-pro-s,e2b2a28c-4579-4f51-abf9-a03763736a76,a52bc67c-48fe-48c2-9a7c-92ec396400cc,https://surerain.com/catalogo?producto=tobera-emergente-4-pulg-pro-s,1,17001b4294a5ca0990a2859421daa52ac9fefa0ae0e61f401c876bbcaa6095c9,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,PRO S -Disponible en modelo de 4” (10cm). -Válvula anti drenaje opcional. -Tobera compatible con boquillas rosca hembra estándar.
0e82ea2b-b619-416f-acbc-929cf1c8e4d8,img:tobera-emergente-3-pulg-spray,,Tobera Emergente 3 Pulg. (SPRAY),tobera-emergente-3-pulg-spray,e2b2a28c-4579-4f51-abf9-a03763736a76,a52bc67c-48fe-48c2-9a7c-92ec396400cc,https://surerain.com/catalogo?producto=tobera-emergente-3-pulg-spray,1,ab745932a1c4545c351200f564ef88e7f5630ef05e0f67a2e1ff8eb9cb820e94,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,SPRAY – Disponible en modelos de 3″ (7.5cm) y 4″ ( 10 cm ). – Válvula antidrenaje opcional. – Esta tobera es compatible con boquillas rosca macho.
b410017c-e08a-4431-ac80-2097b6578fc3,img:tobera-emergente-4-pulg-spray,,Tobera Emergente 4 Pulg. (SPRAY),tobera-emergente-4-pulg-spray,e2b2a28c-4579-4f51-abf9-a03763736a76,a52bc67c-48fe-48c2-9a7c-92ec396400cc,https://surerain.com/catalogo?producto=tobera-emergente-4-pulg-spray,1,9e072008f75ca2f78d62c8787a1ebd6c887b853a49885dae3341a9ceedacfb0e,2026-08-13T22:03:34.454Z,2026-08-13T22:15:34.706Z,SPRAY – Disponible en modelos de 3″ (7.5cm) y 4″ ( 10 cm ). – Válvula antidrenaje opcional. – Esta tobera es compatible con boquillas rosca macho.
